entity	00001740
chop	00130137;00567926;05553931;07669591;11548218
chopper	00130137;03045617;03517291;05290997
roller	00130255;01817396;01829005;03154898;04108591;04108795;07364132
out	00130347
force out	00130563
force-out	00130563
force play	00130563
force	00130563;00967515;04816894;05042508;05201846;08215338;08224784;08224937;10480990;11479041
putout	00130913
strikeout	00131167
whiff	00131332;02664869;11518288
fielder's choice	00131493
sacrifice	00131666;00206740;00228462;07355495;13349095
sacrifice fly	00131807
base hit	00131910
safety	00131910;00189469;03092620;03469399;08661508;14562074
daisy cutter	00132167;03395173
liner	00132428;03678353;03678596;03679093
line drive	00132428
scorcher	00132611;11487233
screamer	00132611;01863138;06357143;10553540
line-drive single	00132697
line single	00132697
line-drive double	00132811
line double	00132811
line-drive triple	00132925
line triple	00132925
plunk	00133039;07404907
plunker	00133039
homer	00133175;01817562;11077376;11077543;13638327
solo homer	00133317
solo blast	00133317
single	00133421;13764713
bingle	00133421
double	00133576;00805055;05868784;10046971;10686285
two-base hit	00133576
two-bagger	00133576
two-baser	00133576
triple	00133802;05868961;08002640
three-base hit	00133802
three-bagger	00133802
backhander	00133980
clip	00134054;00360440;02976476;03047943;03048151;07324217
knock	00134158;05742326;07351599;07400970;07424807
belt	00134158;02830790;02831067;02831299;07424807;08526807;09475783
rap	00134158;06726691;07078095;07156245;07403587;07424621
whack	00134158;07414429
whang	00134158
thwack	00134387
smack	00134488;00139419;02840630;04251975;05723811;07425345
smacking	00134488
slap	00134488;07425345
smacker	00134695;00139554
knockdown	00134801
knockout	00134919;10633512
ko	00134919
kayo	00134919
technical knockout	00135066
tko	00135066
swat	00135211
spank	00135292
whip	00135394;04585055;05030068;07627976;10796434
lash	00135394;03649221;05322469
whiplash	00135394;14321922
punch	00135600;04029643;07946794
clout	00135600;03056902;05164657;07276946
poke	00135600;00335761;04129919;10012790;11876022
lick	00135600;00151411;09443567
biff	00135600
slug	00135600;01948326;02919696;04512230;07938847;10632447;13411961;13741207
box	00135968;02886585;02887252;02887466;02887691;02887848;12766866;13787764;13906151;14432355
dig	00136131;00943790;04700905;06780713;08567651
jab	00136131;00136772;00335761
counterpunch	00136324
parry	00136324;01176985
counter	00136324;02915411;03121181;03121418;03121593;03121850;03122071;07214582;09989021
haymaker	00136457;03505843
knockout punch	00136457
ko punch	00136457
sunday punch	00136457
rabbit punch	00136868
sucker punch	00136972
roundhouse	00137050;04121522
kick	00137149;00337631;05835833;07224625;07365354;07543858
boot	00137149;00423264;02876113;02876605;02876762;03701391;07543858
kicking	00137149;00337631
goal-kick	00137511;00137696
punt	00137804;04031377;13716762
punting	00137804
place kick	00138099
place-kicking	00138099
free kick	00138354
corner kick	00138529
dropkick	00138697
kiss	00138898;00139041;07622373;07652478
buss	00139041
osculation	00139041;14443293
laying on	00139261
smooch	00139419
soul kiss	00139619
deep kiss	00139619
french kiss	00139619
grab	00139776;03455825
snatch	00139776;00628436;00777199;05529165;07022158
fair catch	00140364
interception	00140578;01080203
rebound	00140932;00861369;07364792
shoestring catch	00141084
mesh	00141213;03825135;05739007;07352714;13676507
meshing	00141213;03825135;07352714
interlock	00141213;03584960
interlocking	00141213;07352714
handling	00141472;00714846;01137182
manipulation	00141472;00159005
fingering	00141720;01055131
grope	00141847
audit	00141996;13432330
autopsy	00142216
necropsy	00142216
postmortem	00142216;07158747
post-mortem	00142216;07158747
pm	00142216;06292501;09926654;14675658
postmortem examination	00142216
post-mortem examination	00142216
check-in	00142489
check	00142626;00168267;00563972;01148552;03014816;04700256;05697054;05746570;05833569;06529933;06831605;13402907;14034398
checkout	00142626;03015395;15206117
check-out procedure	00142626
spot check	00142960
checkup	00143181
medical checkup	00143181
medical examination	00143181
medical exam	00143181
medical	00143181
health check	00143181
comparison	00143485;04754082;13876005
comparing	00143485
fine-tooth comb	00143877;03345980
fine-toothed comb	00143877;03345980
follow-up	00144071;00456372;03382428
followup	00144071;00456372;03382428
reexamination	00144071;07210064
review	00144071;00880949;00899509;01199748;05755527;06422034;06481048;06610111;07032980;13432706
going-over	00144356;06726126
once-over	00144446
look-over	00144446
ophthalmoscopy	00144583
palpation	00144705
tactual exploration	00144705
ballottement	00145002
tickle	00145265;05731362
tickling	00145265
titillation	00145265;01264838;07544364
stroke	00145452;00350195;00566339;00570935;06812118;06857953;07315578;07365795;07428415;10684289;13616337;14105785
stroking	00145452
caress	00145598
tag	00145844;00488885;04053034;07287841;07288121
joining	00146038
connection	00146038;00317815;03095830;05771913;09975514;09975626;13813601;13893444;14442568
connexion	00146038;00317815;03095830;05771913;13813601;13893444
interconnection	00146749;14443644
intersection	00146931;03586294;05772362;05875237;08015510;13895852
approximation	00147097;04751272;05811387;06796299
bringing close together	00147097
concatenation	00147263;08392981;13815339;14443141
convergence	00147392;05772362;05871690;07429340
converging	00147392
convergency	00147392;05871690
merging	00147676;00381689
meeting	00147676;01233454;07429522;08324519;08327319;08560197
coming together	00147676;01233454
concourse	00147911;03091385;08199634
confluence	00147911;00381689;08560197
encounter	00148007;00961487;07195703;07429522
coming upon	00148007
articulation	00148134;05602838;07087248;07146562;13934166
junction	00148274;03610935;03611128;13934166;14444358
adjunction	00148274
fastening	00148415;03328648
attachment	00148415;00380230;01215372;02758249;02758357;06566972;07560531
loosening	00148682;07457810
laxation	00148682;13480291
tightening	00148877
ligation	00149062
tubal ligation	00149266
bonding	00149473;05673613;13804032
soldering	00149473
doweling	00149582
grounding	00149656;05995479
earthing	00149656
linkage	00149798;03679766;04930201;13814791
tying	00149904
ligature	00149904;02843363;03670409;03670558;06836975;07059577
untying	00150082
undoing	00150082;00235941
unfastening	00150082
welding	00150328
butt welding	00150519
butt-welding	00150519
spot welding	00150715
spot-welding	00150715
flare	00150917;00562413;03362739;06887980;07028111;11474727;11530641;13503086;13885247;14105271;14250839
texas leaguer	00151048
flash welding	00151199
flash butt welding	00151199
lap	00151411;00296016;03647020;03647261;05570228;14538643
grazing	00151582;00842752
shaving	00151582;00255636;09408030
skimming	00151582;00785925;01265067;06611099
tracing	00151752;00940235;04470508
detection	00151907;00636448;05718634;06291828
espial	00151907
spying	00151907;00655477;00883119
spotting	00151907;00277657
self-discovery	00152134
breakthrough	00152229;00978041;05816226
determination	00152317;00163453;04871431;05796557;05846685
finding	00152317;01194465;09302364
rediscovery	00152734
designation	00152838;00164600;06350278
identification	00152838;04625938;05770995;06898133;14600591
bertillon system	00153050
fingerprinting	00153158
genetic profiling	00153339
genetic fingerprinting	00153339
diagnosis	00153547
diagnosing	00153547
blood typing	00153810
medical diagnosis	00153925
prenatal diagnosis	00154108
differential diagnosis	00154319
prognosis	00154485;06762595
prospect	00154485;05941982;05953807;09910201;14506552
medical prognosis	00154485
resolution	00154629;00181077;04868717;05790881;05797094;06523865;06756201;07041708;07434817;11526187;11526370
solving	00154629
validation	00154781;05834615
proof	00154781;04017506;05833063;06603166;06660359;13802392
substantiation	00154781;05833569
authentication	00155053;06868085
certification	00155053;01142151;06483016;06663176
documentation	00155253;06600607;06663176
support	00155253;00973567;01019262;01215009;01218392;04366676;04367588;05701884;07045239;13386459;13386871
monetization	00155509
monetisation	00155509
probate	00155714;06556423
demonetization	00155905
demonetisation	00155905
falsification	00156118;00752233;00752488;05834793
falsifying	00156118
disproof	00156118;05834793
refutation	00156118;05834793;07215473
refutal	00156118
localization	00156307;06001159
localisation	00156307;06001159
locating	00156307;01053255
fix	00156307;00215015;00267650;00324088;14432893
echolocation	00156617
echo sounding	00156617
predetermination	00156790;05847039;05974996
rectification	00156939;00259697;07430908;13568402
redetermination	00157113
trigger	00157210;03475752;04490329
induction	00157210;00239394;05782412;05835577;07467805;11488572
initiation	00157210;00241051;04897741;07467805
fomentation	00157445;00709421;14897207
instigation	00157445;07266287
compulsion	00157632;09204227;09206152
coercion	00157632;01129566
influence	00157901;05201419;05700875;10481313;11434722
cross-pollination	00158138;07453392
exposure	00158283;00205508;00523593;00909038;03931348;05051127;05942859;07230037;13661685;14567533
overexposure	00158507;00909198
underexposure	00158697;00909340
encroachment	00158777;00734781;07444576
impact	00158777;01174742;07353152;11434525
use	00159005;00415192;00948944;05156572;05157225;05197374;13472977
mind game	00159263;00461040
autosuggestion	00159625
auto-suggestion	00159625
self-suggestion	00159625
hypnotism	00159816
mesmerism	00159816
suggestion	00159816;05779676;05924749;07177331;07261242;13795501
inducement	00159997;09202673
inducing	00159997
corruption	00160216;00273292;04858227;04861179;13474813;14584694
enticement	00160440;04697009;05702756
temptation	00160440;05702756;07500421
blandishment	00160719;06708607
wheedling	00160719
ingratiation	00160893
insinuation	00160893;07253115
leading astray	00161117
leading off	00161117
seduction	00161235;00161352
sexual conquest	00161508
score	00161508;00187483;05745098;05827482;06828572;07565002;08289573;09202279;13615828;13928411;14514618
cuckoldry	00161742
solicitation	00161864;06525755;07202433
allurement	00161864;04696191;05703411
choice	00162063;05798247;05798949
selection	00162063;05798247;06412153;08416775;13584949
option	00162063;05798949;13262498
pick	00162063;00564702;03935440;03935681;03935898;04606292;05798247;08403766;13781698
casting	00162423;00455648;00911597;02983121
coloration	00162559;04983255;04995727
colouration	00162559;04983255;04995727
sampling	00162708;01006717;06036061
random sampling	00162875
lucky dip	00163057;00509351
stratified sampling	00163238
representative sampling	00163238
proportional sampling	00163238
decision	00163453;04871200;05846685;07308252;07308384
conclusion	00163453;00210792;05789538;05846685;06410044;06765744;07192282;07306035;15292365
volition	00163868;05660438
willing	00163868
intention	00164054;05991037;05991605
about-face	00164227;00347762
volte-face	00164227
reversal	00164227;00235759;00340602;00347519;01188471;05797813;07425760;07491010
policy change	00164227
adulteration	00164451;14511027
assignment	00164600;00165166;00731545;00798247;06557519;13275136
naming	00164600;07245162
nomination	00164973;07255585;13949568
assigning	00165166
allocation	00165400;01085569;13310490
storage allocation	00165400
co-option	00165820;00182040
co-optation	00165820;00182040
delegacy	00165999;08419399;14023888
ordination	00166119;08474004;14455593
ordinance	00166119;06577779;06676796
recognition	00166384;05770995;05815548;06203951;06701019;07163815;11523113;14435385
laying on of hands	00166614;00701125
move	00166763;00166993;00169479;00280679;00332776
chess move	00167176
castle	00167373;02983900;02984084;03883763
castling	00167373
en passant	00167686
exchange	00167884;00168099;00197334;01095009;01111372;01168748;01169007;02998465;03307432;07149414;11429652
discovered check	00168401
checkmate	00168585;07490175
mate	00168585;03734302;07943025;10319708;10319821;10319970;10660018;10714546;12778428;13765240
gambit	00168771;00173311;06778322
demarche	00168942
tactical maneuver	00169058
tactical manoeuvre	00169058
parking	00169326;13800883
relocation	00169479;01255153
flit	00169732;00335182
downshift	00169868;00169968
bank	00170126;02790795;04146942;08437235;08479077;09236341;09236472;09236735;13377435;13389491
vertical bank	00170343
chandelle	00170472
loop	00170632;03052868;03137089;03694673;05738669;06585033;06657586;08258575;13525376;13898210
loop-the-loop	00170632
inside loop	00170826
outside loop	00170993
barrel roll	00171357
snap roll	00171464
sideslip	00171531;00329857
flight maneuver	00171665
airplane maneuver	00171665
straight-arm	00171871
device	00172070;03187746;03190246;03190430;07082884
gimmick	00172070;03223248;05172200
twist	00172070;00344075;00346280;00346467;00535668;05266995;07188610;07366509;07437965;07447573;13891966;13900557;14322572
mnemonic	00172328
fast one	00172439
shtik	00172703;00514608;00551582;13784976
schtik	00172703;00514608;00551582;13784976
shtick	00172703;00514608;00551582;13784976
schtick	00172703;00514608;00551582;13784976
feint	00172894
juke	00173038;03608412
fake	00173038;03323383;10221154
footwork	00173168;00566256
